IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
1052,NS00001088,DTXSID70888817,DTXCID001028091,104295-55-8,"2-Naphthalenesulfonamide, 6-amino-N-methyl-","InChI=1S/C11H12N2O2S/c1-13-16(14,15)11-5-3-8-6-10(12)4-2-9(8)7-11/h2-7,13H,12H2,1H3",RBQODZRXIYFUJS-UHFFFAOYSA-N
1053,NS00001089,DTXSID4025111,DTXCID405111,75-83-2,"2,2-Dimethylbutane","InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",HNRMPXKDFBEGFZ-UHFFFAOYSA-N
1054,NS00001090,DTXSID00571801,DTXCID80522573,128422-75-3,4-Hydroxyphenyl 4-[(prop-2-en-1-yl)oxy]benzoate,"InChI=1S/C16H14O4/c1-2-11-19-14-7-3-12(4-8-14)16(18)20-15-9-5-13(17)6-10-15/h2-10,17H,1,11H2",HZLFJRUGSYMIHN-UHFFFAOYSA-N
1055,NS00001091,DTXSID6022719,DTXCID502719,81409-90-7,Cabergoline,"InChI=1S/C26H37N5O2/c1-5-11-30-17-19(25(32)31(26(33)27-6-2)13-8-12-29(3)4)14-21-20-9-7-10-22-24(20)18(16-28-22)15-23(21)30/h5,7,9-10,16,19,21,23,28H,1,6,8,11-15,17H2,2-4H3,(H,27,33)/t19-,21-,23-/m1/s1",KORNTPPJEAJQIU-KJXAQDMKSA-N
1056,NS00001092,NA,NA,NA,NA,NA,NA
1057,NS00001093,DTXSID60431290,DTXCID10382122,116817-12-0,"(S)-N,N-dimethyl-3-(naphthalen-1-yloxy)-3-(thiophen-2-yl)propan-1-amine","InChI=1S/C19H21NOS/c1-20(2)13-12-18(19-11-6-14-22-19)21-17-10-5-8-15-7-3-4-9-16(15)17/h3-11,14,18H,12-13H2,1-2H3/t18-/m0/s1",JFTURWWGPMTABQ-SFHVURJKSA-N
1058,NS00001094,DTXSID2058209,DTXCID5031977,88678-67-5,Pyributicarb,"InChI=1S/C18H22N2O2S/c1-18(2,3)13-8-6-9-14(12-13)22-17(23)20(4)15-10-7-11-16(19-15)21-5/h6-12H,1-5H3",VTRWMTJQBQJKQH-UHFFFAOYSA-N
1059,NS00001095,DTXSID2066721,DTXCID3036527,21643-42-5,Tetradecyl acrylate,"InChI=1S/C17H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-19-17(18)4-2/h4H,2-3,5-16H2,1H3",XZHNPVKXBNDGJD-UHFFFAOYSA-N
1060,NS00001096,DTXSID30859003,DTXCID90196663,617-45-8,DL-Aspartic acid,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)",CKLJMWTZIZZHCS-UHFFFAOYSA-N
1061,NS00001097,DTXSID60945761,DTXCID601374068,23085-60-1,"Benzyl 2,4-dibromobutanoate","InChI=1S/C11H12Br2O2/c12-7-6-10(13)11(14)15-8-9-4-2-1-3-5-9/h1-5,10H,6-8H2",XQJJSEGHTSUQBZ-UHFFFAOYSA-N
1062,NS00001099,DTXSID1045906,DTXCID9025906,3615-24-5,Ramifenazone,"InChI=1S/C14H19N3O/c1-10(2)15-13-11(3)16(4)17(14(13)18)12-8-6-5-7-9-12/h5-10,15H,1-4H3",XOZLRRYPUKAKMU-UHFFFAOYSA-N
1063,NS00001100,DTXSID00862529,DTXCID80811277,1082-88-8,"3,4,5-Trimethoxyamphetamine","InChI=1/C12H19NO3/c1-8(13)5-9-6-10(14-2)12(16-4)11(7-9)15-3/h6-8H,5,13H2,1-4H3",WGTASENVNYJZBK-UHFFFAOYSA-N
1064,NS00001101,DTXSID7046047,DTXCID5026047,129-81-7,Iodoantipyrine,"InChI=1S/C11H11IN2O/c1-8-10(12)11(15)14(13(8)2)9-6-4-3-5-7-9/h3-7H,1-2H3",ZZOBLCHCPLOXCE-UHFFFAOYSA-N
1065,NS00001102,DTXSID3057694,DTXCID4031483,23680-84-4,"4-Amino-2-chloro-6,7-dimethoxyquinazoline","InChI=1S/C10H10ClN3O2/c1-15-7-3-5-6(4-8(7)16-2)13-10(11)14-9(5)12/h3-4H,1-2H3,(H2,12,13,14)",HWIIAAVGRHKSOJ-UHFFFAOYSA-N
1066,NS00001103,DTXSID7048908,DTXCID4028834,509-60-4,Dihydromorphine,"InChI=1S/C17H21NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,13,16,19-20H,3,5-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",IJVCSMSMFSCRME-KBQPJGBKSA-N
1067,NS00001104,DTXSID30194108,DTXCID00116599,41186-03-2,1-(m-Tolyl)piperazine,"InChI=1S/C11H16N2/c1-10-3-2-4-11(9-10)13-7-5-12-6-8-13/h2-4,9,12H,5-8H2,1H3",JIWHIRLNKIUYSM-UHFFFAOYSA-N
1068,NS00001105,NA,NA,NA,NA,NA,NA
1069,NS00001106,DTXSID0058063,DTXCID6031831,348635-87-0,Amisulbrom,"InChI=1S/C13H13BrFN5O4S2/c1-8-12(14)10-5-4-9(15)6-11(10)20(8)25(21,22)13-16-7-19(17-13)26(23,24)18(2)3/h4-7H,1-3H3",BREATYVWRHIPIY-UHFFFAOYSA-N
1070,NS00001107,DTXSID10868335,DTXCID90816455,75150-13-9,"Oxirane, 2-[(2,4-dibromo-6-methylphenoxy)methyl]-","InChI=1S/C10H10Br2O2/c1-6-2-7(11)3-9(12)10(6)14-5-8-4-13-8/h2-3,8H,4-5H2,1H3",XQTJZNGNEJLXTR-UHFFFAOYSA-N
1071,NS00001108,DTXSID7021863,DTXCID701863,105-53-3,Diethyl propanedioate,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",IYXGSMUGOJNHAZ-UHFFFAOYSA-N
1072,NS00001109,DTXSID60145946,DTXCID1068437,103610-04-4,1-(2-(4-Morpholinyl)ethyl)-3-(1-naphthoyl) indole,"InChI=1S/C25H24N2O2/c28-25(22-10-5-7-19-6-1-2-8-20(19)22)23-18-27(24-11-4-3-9-21(23)24)13-12-26-14-16-29-17-15-26/h1-11,18H,12-17H2",SZWYXJHTNGJPKU-UHFFFAOYSA-N
1073,NS00001110,DTXSID6023573,DTXCID603573,51-34-3,Scopolamine,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1",STECJAGHUSJQJN-FWXGHANASA-N
1074,NS00001111,DTXSID90431622,DTXCID40382453,357399-43-0,Hydroxy Bupropion,"InChI=1S/C13H18ClNO2/c1-9-13(16,17-8-12(2,3)15-9)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3",RCOBKSKAZMVBHT-UHFFFAOYSA-N
1075,NS00001112,NA,NA,NA,NA,NA,NA
1076,NS00001113,DTXSID60896663,DTXCID701326155,37759-88-9,"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-en-1-ol","InChI=1S/C6H5F7O/c7-4(8,2-1-3-14)5(9,10)6(11,12)13/h1-2,14H,3H2/b2-1+",FJRYHIWIYHYOTE-OWOJBTEDSA-N
1077,NS00001114,DTXSID70884197,DTXCID701023654,5894-79-1,"Benzeneacetic acid, .alpha.-formyl-, methyl ester","InChI=1S/C10H10O3/c1-13-10(12)9(7-11)8-5-3-2-4-6-8/h2-7,9H,1H3",ORJFSDFCHJQCOH-UHFFFAOYSA-N
1078,NS00001115,DTXSID9022998,DTXCID902998,50-50-0,Estradiol benzoate,"InChI=1S/C25H28O3/c1-25-14-13-20-19-10-8-18(28-24(27)16-5-3-2-4-6-16)15-17(19)7-9-21(20)22(25)11-12-23(25)26/h2-6,8,10,15,20-23,26H,7,9,11-14H2,1H3/t20-,21-,22+,23+,25+/m1/s1",UYIFTLBWAOGQBI-BZDYCCQFSA-N
1079,NS00001116,DTXSID0058988,DTXCID8048656,89-41-8,"Benzoic acid, 4-methoxy-3-nitro-","InChI=1S/C8H7NO5/c1-14-7-3-2-5(8(10)11)4-6(7)9(12)13/h2-4H,1H3,(H,10,11)",ANXBDAFDZSXOPQ-UHFFFAOYSA-N
1080,NS00001117,DTXSID8024498,DTXCID104498,95-55-6,2-Aminophenol,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N
1081,NS00001118,DTXSID90195272,DTXCID00117763,42487-72-9,2-(Diethylamino)-6-methyl-1H-pyrimidin-4-one,"InChI=1S/C9H15N3O/c1-4-12(5-2)9-10-7(3)6-8(13)11-9/h6H,4-5H2,1-3H3,(H,10,11,13)",NQCPECCCWDWTJJ-UHFFFAOYSA-N
1082,NS00001119,DTXSID00888562,DTXCID901027838,79665-24-0,"2-Naphthalenecarboxamide, N,N'-(2,5-dimethyl-1,4-phenylene)bis[4-[2-(5-chloro-2-methylphenyl)diazenyl]-3-hydroxy-","InChI=1S/C44H34Cl2N6O4/c1-23-13-15-29(45)21-37(23)49-51-39-31-11-7-5-9-27(31)19-33(41(39)53)43(55)47-35-17-26(4)36(18-25(35)3)48-44(56)34-20-28-10-6-8-12-32(28)40(42(34)54)52-50-38-22-30(46)16-14-24(38)2/h5-22,53-54H,1-4H3,(H,47,55)(H,48,56)",RUASBGDJNNJFOJ-UHFFFAOYSA-N
1083,NS00001120,DTXSID2022963,DTXCID002963,309-29-5,Doxapram,"InChI=1S/C24H30N2O2/c1-2-26-19-22(13-14-25-15-17-28-18-16-25)24(23(26)27,20-9-5-3-6-10-20)21-11-7-4-8-12-21/h3-12,22H,2,13-19H2,1H3",XFDJYSQDBULQSI-UHFFFAOYSA-N
1084,NS00001121,DTXSID20381984,DTXCID20333009,105529-58-6,4-bromo-2-fluoro-1-(trifluoromethoxy)benzene,"InChI=1S/C7H3BrF4O/c8-4-1-2-6(5(9)3-4)13-7(10,11)12/h1-3H",SBSFDYRKNUCGBZ-UHFFFAOYSA-N
1085,NS00001122,DTXSID0050427,DTXCID7023932,71031-15-7,(S)-(-)-Cathinone,"InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3/t7-/m0/s1",PUAQLLVFLMYYJJ-ZETCQYMHSA-N
1086,NS00001123,DTXSID20892383,DTXCID301079536,35130-97-3,Tropine-3-mesylate,"InChI=1S/C9H17NO3S/c1-10-7-3-4-8(10)6-9(5-7)13-14(2,11)12/h7-9H,3-6H2,1-2H3/t7-,8+,9+",JDDPSVBBPCQWAL-BRPSZJMVSA-N
1087,NS00001124,DTXSID40927060,DTXCID901355863,131068-72-9,N-(2-Ethyl-6-methylphenyl)-2-hydroxy-N-(1-methoxypropan-2-yl)acetamide,"InChI=1S/C15H23NO3/c1-5-13-8-6-7-11(2)15(13)16(14(18)9-17)12(3)10-19-4/h6-8,12,17H,5,9-10H2,1-4H3",YRHZCHBPHOEWCA-UHFFFAOYSA-N
1088,NS00001125,DTXSID2070760,DTXCID9045186,67881-18-9,Phenylditolylmethane,"InChI=1S/C21H20/c1-16-10-6-8-14-19(16)21(18-12-4-3-5-13-18)20-15-9-7-11-17(20)2/h3-15,21H,1-2H3",FXEMFMZCJUUOPF-UHFFFAOYSA-N
1089,NS00001126,DTXSID7048112,DTXCID50820452,62624-30-0,Ascorbic acid,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m1/s1",CIWBSHSKHKDKBQ-MVHIGOERSA-N
1090,NS00001127,DTXSID80451293,DTXCID10402112,143382-03-0,"5-(Methoxymethyl)pyridine-2,3-dicarboxylic acid","InChI=1S/C9H9NO5/c1-15-4-5-2-6(8(11)12)7(9(13)14)10-3-5/h2-3H,4H2,1H3,(H,11,12)(H,13,14)",CJSGMWRJOBFTCK-UHFFFAOYSA-N
1091,NS00001128,DTXSID8062608,DTXCID2037633,2719-27-9,Cyclohexanecarbonyl chloride,"InChI=1S/C7H11ClO/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2",RVOJTCZRIKWHDX-UHFFFAOYSA-N
1092,NS00001129,DTXSID4052689,DTXCID8031287,189084-64-8,"2,2',4,4',6-Pentabromodiphenyl ether",InChI=1S/C12H5Br5O/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5H,NSKIRYMHNFTRLR-UHFFFAOYSA-N
1093,NS00001130,DTXSID40627917,DTXCID20578670,263400-88-0,3-(Methanesulfonyl)propyl 4-methylbenzene-1-sulfonate,"InChI=1S/C11H16O5S2/c1-10-4-6-11(7-5-10)18(14,15)16-8-3-9-17(2,12)13/h4-7H,3,8-9H2,1-2H3",AXUFUWARAAYMCG-UHFFFAOYSA-N
1094,NS00001131,DTXSID1059072,DTXCID3048780,92-86-4,"1,1'-Biphenyl, 4,4'-dibromo-",InChI=1S/C12H8Br2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,HQJQYILBCQPYBI-UHFFFAOYSA-N
1095,NS00001132,DTXSID50862559,DTXCID30811303,1131-60-8,"Phenol, 4-cyclohexyl-","InChI=1S/C12H16O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h6-10,13H,1-5H2",OAHMVZYHIJQTQC-UHFFFAOYSA-N
1096,NS00001133,DTXSID7057943,DTXCID5031711,119126-15-7,Flupoxam,"InChI=1S/C19H14ClF5N4O2/c20-14-7-6-13(8-12(14)9-31-10-18(21,22)19(23,24)25)29-17(11-4-2-1-3-5-11)27-16(28-29)15(26)30/h1-8H,9-10H2,(H2,26,30)",AOQMRUTZEYVDIL-UHFFFAOYSA-N
1097,NS00001134,NA,NA,NA,NA,NA,NA
1098,NS00001135,DTXSID7030432,DTXCID5010432,2353-33-5,Decitabine,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",XAUDJQYHKZQPEU-KVQBGUIXSA-N
1099,NS00001136,DTXSID0041983,DTXCID8021983,77501-90-7,Fluoroglycofen-ethyl,"InChI=1S/C18H13ClF3NO7/c1-2-28-16(24)9-29-17(25)12-8-11(4-5-14(12)23(26)27)30-15-6-3-10(7-13(15)19)18(20,21)22/h3-8H,2,9H2,1H3",IPPAUTOBDWNELX-UHFFFAOYSA-N
1100,NS00001137,DTXSID7022411,DTXCID702411,118-82-1,"4,4'-Methylenebis(2,6-di-t-butylphenol)","InChI=1S/C29H44O2/c1-26(2,3)20-14-18(15-21(24(20)30)27(4,5)6)13-19-16-22(28(7,8)9)25(31)23(17-19)29(10,11)12/h14-17,30-31H,13H2,1-12H3",MDWVSAYEQPLWMX-UHFFFAOYSA-N
1101,NS00001138,DTXSID10353953,DTXCID90305016,6528-85-4,2-(2-methoxyphenyl)-1H-benzimidazole,"InChI=1S/C14H12N2O/c1-17-13-9-5-2-6-10(13)14-15-11-7-3-4-8-12(11)16-14/h2-9H,1H3,(H,15,16)",JNFBDHNAZPBWTF-UHFFFAOYSA-N
1102,NS00001139,DTXSID6046131,DTXCID4026131,577-91-3,Iodoalphionic acid,"InChI=1S/C15H12I2O3/c16-12-7-9(8-13(17)14(12)18)6-11(15(19)20)10-4-2-1-3-5-10/h1-5,7-8,11,18H,6H2,(H,19,20)",IKYIXZSIKOYSLD-UHFFFAOYSA-N
1103,NS00001140,DTXSID6025301,DTXCID505301,2461-15-6,2-Ethylhexyl glycidyl ether,"InChI=1/C11H22O2/c1-3-5-6-10(4-2)7-12-8-11-9-13-11/h10-11H,3-9H2,1-2H3",BBBUAWSVILPJLL-UHFFFAOYSA-N
1104,NS00001141,DTXSID6032356,DTXCID4012356,1134-23-2,Cycloate,"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3",DFCAFRGABIXSDS-UHFFFAOYSA-N
1105,NS00001142,DTXSID4021218,DTXCID001218,117-39-5,Quercetin,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N
1106,NS00001143,DTXSID0025101,DTXCID105101,99-07-0,3-Dimethylaminophenol,"InChI=1S/C8H11NO/c1-9(2)7-4-3-5-8(10)6-7/h3-6,10H,1-2H3",MESJRHHDBDCQTH-UHFFFAOYSA-N
1107,NS00001144,DTXSID0037237,DTXCID8017237,10238-21-8,Glybenclamide,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",ZNNLBTZKUZBEKO-UHFFFAOYSA-N
1108,NS00001145,DTXSID8068838,DTXCID3041378,53220-22-7,"Peroxydicarbonic acid, C,C'-ditetradecyl ester","InChI=1S/C30H58O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-33-29(31)35-36-30(32)34-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3",CSKKAINPUYTTRW-UHFFFAOYSA-N
1109,NS00001146,DTXSID0039229,DTXCID8028,79-10-7,Acrylic acid,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",NIXOWILDQLNWCW-UHFFFAOYSA-N
1110,NS00001147,DTXSID6026799,DTXCID306799,108-77-0,"2,4,6-Trichloro-s-triazine",InChI=1S/C3Cl3N3/c4-1-7-2(5)9-3(6)8-1,MGNCLNQXLYJVJD-UHFFFAOYSA-N
1111,NS00001148,DTXSID8021147,DTXCID301147,100-63-0,Phenylhydrazine,"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",HKOOXMFOFWEVGF-UHFFFAOYSA-N
1112,NS00001150,DTXSID1027265,DTXCID907265,629-11-8,"1,6-Hexanediol","InChI=1S/C6H14O2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2",XXMIOPMDWAUFGU-UHFFFAOYSA-N
1113,NS00001151,DTXSID10974384,DTXCID301401812,58888-84-9,3-Hydroxy-2-propylpentanoic acid,"InChI=1S/C8H16O3/c1-3-5-6(8(10)11)7(9)4-2/h6-7,9H,3-5H2,1-2H3,(H,10,11)",LLPFTSMZBSRZDV-UHFFFAOYSA-N
1114,NS00001152,DTXSID3023219,DTXCID603219,90-69-7,Lobeline,"InChI=1S/C22H27NO2/c1-23-19(15-21(24)17-9-4-2-5-10-17)13-8-14-20(23)16-22(25)18-11-6-3-7-12-18/h2-7,9-12,19-21,24H,8,13-16H2,1H3/t19-,20+,21-/m0/s1",MXYUKLILVYORSK-HBMCJLEFSA-N
1115,NS00001153,DTXSID50865585,DTXCID10813981,31120-85-1,Propan-2-yl 2-({ethoxy[(propan-2-yl)amino]phosphoryl}oxy)benzoate,"InChI=1/C15H24NO5P/c1-6-19-22(18,16-11(2)3)21-14-10-8-7-9-13(14)15(17)20-12(4)5/h7-12H,6H2,1-5H3,(H,16,18)",DZUPKTNAUCDVTL-UHFFFAOYSA-N
1116,NS00001154,DTXSID50893606,DTXCID101323634,1003859-14-0,"N-[(6-Chloro-3-pyridinyl)methyl]-2,2-difluoroethanamine","InChI=1S/C8H9ClF2N2/c9-7-2-1-6(4-13-7)3-12-5-8(10)11/h1-2,4,8,12H,3,5H2",QDQGMLOVCICKPV-UHFFFAOYSA-N
1117,NS00001155,DTXSID7044392,DTXCID5024392,93-04-9,2-Methoxynaphthalene,"InChI=1S/C11H10O/c1-12-11-7-6-9-4-2-3-5-10(9)8-11/h2-8H,1H3",LUZDYPLAQQGJEA-UHFFFAOYSA-N
1118,NS00001156,DTXSID30458151,DTXCID90408970,179688-26-7,"Ethyl 4,5-bis(2-methoxyethoxy)-2-nitrobenzoate","InChI=1S/C15H21NO8/c1-4-22-15(17)11-9-13(23-7-5-20-2)14(24-8-6-21-3)10-12(11)16(18)19/h9-10H,4-8H2,1-3H3",VOHOFZNVWZWVMA-UHFFFAOYSA-N
1119,NS00001157,DTXSID5044495,DTXCID3024495,5471-51-2,4-(4-Hydroxyphenyl)butan-2-one,"InChI=1S/C10H12O2/c1-8(11)2-3-9-4-6-10(12)7-5-9/h4-7,12H,2-3H2,1H3",NJGBTKGETPDVIK-UHFFFAOYSA-N
1120,NS00001158,DTXSID301036095,DTXCID301520315,169280-10-8,Ethyl 2-[4-(cyclopropanecarbonyl)phenyl]-2-methylpropanoate,"InChI=1S/C16H20O3/c1-4-19-15(18)16(2,3)13-9-7-12(8-10-13)14(17)11-5-6-11/h7-11H,4-6H2,1-3H3",PLUQJOSTYJDNDS-UHFFFAOYSA-N
1121,NS00001159,DTXSID50401043,DTXCID10351898,39716-58-0,4-Pentenoyl chloride,"InChI=1S/C5H7ClO/c1-2-3-4-5(6)7/h2H,1,3-4H2",JDKQTIKEGOOXTJ-UHFFFAOYSA-N
1122,NS00001160,DTXSID8060953,DTXCID7044344,646-25-3,"1,10-Decanediamine",InChI=1S/C10H24N2/c11-9-7-5-3-1-2-4-6-8-10-12/h1-12H2,YQLZOAVZWJBZSY-UHFFFAOYSA-N
1123,NS00001162,DTXSID80912319,DTXCID201341340,18717-72-1,Norcocaine,"InChI=1S/C16H19NO4/c1-20-16(19)14-12-8-7-11(17-12)9-13(14)21-15(18)10-5-3-2-4-6-10/h2-6,11-14,17H,7-9H2,1H3/t11-,12+,13-,14+/m0/s1",AYDBLCSLKNTEJL-RFQIPJPRSA-N
1124,NS00001163,DTXSID50168588,DTXCID4091079,16867-03-1,2-Amino-3-hydroxypyridine,"InChI=1S/C5H6N2O/c6-5-4(8)2-1-3-7-5/h1-3,8H,(H2,6,7)",BMTSZVZQNMNPCT-UHFFFAOYSA-N
1125,NS00001164,DTXSID20893557,DTXCID301323585,61791-92-2,Ditridecyl (2Z)-2-butenedioate,"InChI=1S/C30H56O4/c1-3-5-7-9-11-13-15-17-19-21-23-27-33-29(31)25-26-30(32)34-28-24-22-20-18-16-14-12-10-8-6-4-2/h25-26H,3-24,27-28H2,1-2H3/b26-25-",DFKBFBPHOGVNGQ-QPLCGJKRSA-N
1126,NS00001165,DTXSID80201912,DTXCID10124403,5367-28-2,"Benzene, 1-chloro-3-methyl-4-nitro- (9CI)","InChI=1S/C7H6ClNO2/c1-5-4-6(8)2-3-7(5)9(10)11/h2-4H,1H3",NSMZCUAVEOTJDS-UHFFFAOYSA-N
1127,NS00001166,DTXSID60864049,DTXCID20812602,7381-13-7,"2H-Azepin-2-one, 1,1'-(1,3-phenylenedicarbonyl)bis[hexahydro-","InChI=1S/C20H24N2O4/c23-17-10-3-1-5-12-21(17)19(25)15-8-7-9-16(14-15)20(26)22-13-6-2-4-11-18(22)24/h7-9,14H,1-6,10-13H2",HXZRLUTUNSQNCG-UHFFFAOYSA-N
1128,NS00001167,DTXSID9048481,DTXCID5028455,13473-38-6,Pipenzolate,"InChI=1S/C22H28NO3/c1-3-23(2)16-10-15-20(17-23)26-21(24)22(25,18-11-6-4-7-12-18)19-13-8-5-9-14-19/h4-9,11-14,20,25H,3,10,15-17H2,1-2H3/q+1",WPUKUEMZZRVAKZ-UHFFFAOYSA-N
1129,NS00001168,DTXSID90353951,DTXCID70305014,1019-85-8,2-(4-Chlorophenyl)benzimidazole,"InChI=1S/C13H9ClN2/c14-10-7-5-9(6-8-10)13-15-11-3-1-2-4-12(11)16-13/h1-8H,(H,15,16)",PTXUJRTVWRYYTE-UHFFFAOYSA-N
1130,NS00001169,DTXSID30147932,DTXCID2070423,1072-11-3,"N,N-Tetramethylcystamine","InChI=1S/C8H20N2S2/c1-9(2)5-7-11-12-8-6-10(3)4/h5-8H2,1-4H3",BAEWLQWSDPXZDM-UHFFFAOYSA-N
1131,NS00001170,NA,NA,NA,NA,NA,NA
1132,NS00001171,DTXSID2059485,DTXCID5033462,119-26-6,"2,4-Dinitrophenylhydrazine","InChI=1S/C6H6N4O4/c7-8-5-2-1-4(9(11)12)3-6(5)10(13)14/h1-3,8H,7H2",HORQAOAYAYGIBM-UHFFFAOYSA-N
1133,NS00001172,DTXSID6051691,DTXCID5030246,13515-40-7,C.I. Pigment Yellow 73,"InChI=1/C17H15ClN4O5/c1-10(23)16(17(24)19-13-5-3-4-6-15(13)27-2)21-20-12-8-7-11(18)9-14(12)22(25)26/h3-9,16H,1-2H3,(H,19,24)",QPHCXDDGQQLPIM-UHFFFAOYSA-N
1134,NS00001173,DTXSID2020505,DTXCID00505,108-01-0,Dimethylaminoethanol,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",UEEJHVSXFDXPFK-UHFFFAOYSA-N
1135,NS00001174,DTXSID6058970,DTXCID2048618,88-50-6,"4-Amino-2,5-dichlorobenzenesulphonic acid","InChI=1S/C6H5Cl2NO3S/c7-3-2-6(13(10,11)12)4(8)1-5(3)9/h1-2H,9H2,(H,10,11,12)",SJCTXIKOXTUQHC-UHFFFAOYSA-N
1136,NS00001176,DTXSID10429425,DTXCID60380259,227197-72-0,6-Chlorobenzo[d]oxazole,InChI=1S/C7H4ClNO/c8-5-1-2-6-7(3-5)10-4-9-6/h1-4H,JJOOKXUUVWIARB-UHFFFAOYSA-N
1137,NS00001177,DTXSID00197560,DTXCID60120051,486-35-1,Daphnetin,"InChI=1S/C9H6O4/c10-6-3-1-5-2-4-7(11)13-9(5)8(6)12/h1-4,10,12H",ATEFPOUAMCWAQS-UHFFFAOYSA-N
1138,NS00001178,DTXSID4020086,DTXCID0086,104-46-1,Anethole,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3",RUVINXPYWBROJD-UHFFFAOYSA-N
1139,NS00001179,DTXSID30885862,DTXCID301025222,42228-32-0,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-[ethyl(4-methylphenyl)amino]-2'-methyl-","InChI=1S/C30H25NO3/c1-4-31(21-12-9-19(2)10-13-21)22-14-15-25-28(18-22)33-27-16-11-20(3)17-26(27)30(25)24-8-6-5-7-23(24)29(32)34-30/h5-18H,4H2,1-3H3",WZEDZFRFJVWYBI-UHFFFAOYSA-N
1140,NS00001180,DTXSID0022484,DTXCID002484,75938-34-0,Monohydroxymethoxychlor olefin,"InChI=1S/C15H12Cl2O2/c1-19-13-8-4-11(5-9-13)14(15(16)17)10-2-6-12(18)7-3-10/h2-9,18H,1H3",GZADQGXCIZUJOR-UHFFFAOYSA-N
1141,NS00001181,DTXSID10146483,DTXCID7068974,10442-83-8,HC Yellow no. 13,"InChI=1S/C9H9F3N2O3/c10-9(11,12)6-1-2-7(13-3-4-15)8(5-6)14(16)17/h1-2,5,13,15H,3-4H2",NJZCRXQWPNNJNB-UHFFFAOYSA-N
1142,NS00001182,DTXSID401021766,DTXCID601506734,169283-81-2,Glutamylamidoethyl imidazole,"InChI=1S/C10H16N4O3/c11-8(1-2-9(15)16)10(17)13-4-3-7-5-12-6-14-7/h5-6,8H,1-4,11H2,(H,12,14)(H,13,17)(H,15,16)/t8-/m0/s1",FLEVPMVPMJVEDN-QMMMGPOBSA-N
1143,NS00001183,DTXSID5021095,DTXCID801095,13752-51-7,4-((Morpholinothio)thioxomethyl)morpholine,InChI=1S/C9H16N2O2S2/c14-9(10-1-5-12-6-2-10)15-11-3-7-13-8-4-11/h1-8H2,HOEFWOBLOGZQIQ-UHFFFAOYSA-N
